antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Antecedent_Item,Consequent_Item,product_name_ant,Antecedent_Dept,product_name_con,Consequent_Dept
frozenset({'Organic Cucumber'}),frozenset({'Organic Whole Milk'}),0.0264057150160432,0.0432561330813057,0.0020819179206382,0.0788434594319195,1.822711690009888,1.0,0.0009397087977972,1.0386333101740417,0.4636088026630316,0.030806748618922,0.0371962942027805,0.0634867324373655,Organic Cucumber,Organic Whole Milk,Organic Cucumber,produce,Organic Whole Milk,dairy eggs
frozenset({'Original Hummus'}),frozenset({'Organic Hass Avocado'}),0.0227665628510503,0.068471219755013,0.0028252197953733,0.124095139607032,1.8123693436605748,1.0,0.0012663654673327,1.063504522428456,0.4586786231771828,0.0319549587248449,0.059712508117452,0.0826782800893987,Original Hummus,Organic Hass Avocado,Original Hummus,deli,Organic Hass Avocado,produce
frozenset({'Whipped Cream Cheese'}),frozenset({'Banana'}),0.0108737328552882,0.1551886506884791,0.0030102044248323,0.2768326631611506,1.783846060475491,1.0,0.0013227244950731,1.1682100480428343,0.4442441026716897,0.0184616019307328,0.1439895576353292,0.1481148643388597,Whipped Cream Cheese,Banana,Whipped Cream Cheese,dairy eggs,Banana,produce
frozenset({'Vanilla Almond Breeze Almond Milk'}),frozenset({'Banana'}),0.009508209954191,0.1551886506884791,0.0026301450952166,0.2766183233109303,1.782464903739677,1.0,0.0011545788219629,1.1678639044027723,0.4431931093276892,0.0162287801436101,0.1437358443650293,0.1467831869258321,Vanilla Almond Breeze Almond Milk,Banana,Vanilla Almond Breeze Almond Milk,dairy eggs,Banana,produce
frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt'}),frozenset({'Banana'}),0.0100665271994672,0.1551886506884791,0.0027714060849853,0.2753090544604076,1.7740282761595398,1.0,0.0012091953117811,1.1657539734851925,0.4407479278109198,0.0170565100393293,0.1421860677769311,0.1465836791774958,Total 2% with Strawberry Lowfat Greek Strained Yogurt,Banana,Total 2% with Strawberry Lowfat Greek Strained Yogurt,dairy eggs,Banana,produce
frozenset({'Total 0% Nonfat Greek Yogurt'}),frozenset({'Banana'}),0.0084453891740268,0.1551886506884791,0.002317352903586,0.2743926722421346,1.7681233197454749,1.0,0.0010067243531297,1.1642817223497413,0.4381287572994725,0.0143652398724016,0.1411013496099464,0.1446625808925286,Total 0% Nonfat Greek Yogurt,Banana,Total 0% Nonfat Greek Yogurt,dairy eggs,Banana,produce
frozenset({'Organic Milk'}),frozenset({'Bag of Organic Bananas'}),0.0098041853613254,0.1253455849213983,0.0021693652000188,0.2212692967409948,1.7652739574333494,1.0,0.0009404538512256,1.1231795682617285,0.4378080410383738,0.0163134200010116,0.1096704140125745,0.1192881849165959,Organic Milk,Bag of Organic Bananas,Organic Milk,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Organic Black Beans'}),frozenset({'Bag of Organic Bananas'}),0.0115262240937434,0.1253455849213983,0.0025460611727352,0.2208929092500729,1.7622711592800846,1.0,0.0011012998717698,1.122636958979164,0.4375942458983061,0.0189543792878962,0.1092400869206018,0.1206026207729381,Organic Black Beans,Bag of Organic Bananas,Organic Black Beans,canned goods,Bag of Organic Bananas,produce
frozenset({'Organic Whole Milk'}),frozenset({'Organic Garlic'}),0.0432561330813057,0.0350663590316222,0.0026637786642091,0.0615815255423373,1.756142560646347,1.0,0.0011469435712604,1.0282551625233496,0.4500370077892129,0.0352078239608802,0.0274787460867311,0.0687727309277004,Organic Whole Milk,Organic Garlic,Organic Whole Milk,dairy eggs,Organic Garlic,produce
frozenset({'Organic Garlic'}),frozenset({'Organic Whole Milk'}),0.0350663590316222,0.0432561330813057,0.0026637786642091,0.0759639363130635,1.7561425606463468,1.0,0.0011469435712604,1.035396673914709,0.4462173654311224,0.0352078239608802,0.0341865825982214,0.0687727309277004,Organic Garlic,Organic Whole Milk,Organic Garlic,produce,Organic Whole Milk,dairy eggs
frozenset({'Large Alfresco Eggs'}),frozenset({'Bag of Organic Bananas'}),0.014089102050975,0.1253455849213983,0.0031010150611121,0.2201002625925041,1.7559474689956132,1.0,0.0013350083235154,1.121495973297907,0.436659014946115,0.0227457752559516,0.108333847103019,0.1224199928396673,Large Alfresco Eggs,Bag of Organic Bananas,Large Alfresco Eggs,dairy eggs,Bag of Organic Bananas,produce
frozenset({'100% Whole Wheat Bread'}),frozenset({'Banana'}),0.0202675886749046,0.1551886506884791,0.0054789083888847,0.2703285761699303,1.7419352186557728,1.0,0.0023336086497172,1.1577969504096486,0.4347369073411062,0.0322331710791879,0.1362906944553768,0.1528167013399878,100% Whole Wheat Bread,Banana,100% Whole Wheat Bread,bakery,Banana,produce
frozenset({'Unsweetened Almondmilk'}),frozenset({'Bag of Organic Bananas'}),0.016645253294408,0.1253455849213983,0.0036122453097988,0.2170135380885027,1.7313217551666256,1.0,0.0015258362994463,1.1170747613481289,0.4295566909342183,0.0261040760275137,0.1048047681310412,0.1229159136186851,Unsweetened Almondmilk,Bag of Organic Bananas,Unsweetened Almondmilk,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Honey Nut Cheerios'}),frozenset({'Banana'}),0.0094140359610119,0.1551886506884791,0.0025225176744405,0.2679528403001072,1.726626522695834,1.0,0.0010615661361182,1.154039515238139,0.4248353710915616,0.0155633948952064,0.1334785448887793,0.1421036822380014,Honey Nut Cheerios,Banana,Honey Nut Cheerios,breakfast,Banana,produce
frozenset({'Organic Reduced Fat Milk'}),frozenset({'Banana'}),0.0107997390035046,0.1551886506884791,0.0028924869333584,0.2678293366552475,1.7258306935916323,1.0,0.0012164900096168,1.1538448501230512,0.4251605093251852,0.0177348841045945,0.1333323540913187,0.1432339288551372,Organic Reduced Fat Milk,Banana,Organic Reduced Fat Milk,dairy eggs,Banana,produce
frozenset({'Boneless Skinless Chicken Breasts'}),frozenset({'Banana'}),0.0171867537551879,0.1551886506884791,0.0045640753122876,0.2655577299412915,1.71119298198142,1.0,0.0018968861873049,1.1502760444929043,0.422880316418801,0.0271976590371587,0.130643461812815,0.147483791175106,Boneless Skinless Chicken Breasts,Banana,Boneless Skinless Chicken Breasts,meat seafood,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Organic Zucchini'}),0.0432561330813057,0.0345517654260364,0.002556151243433,0.0590933830961822,1.710285490988329,1.0,0.0010615754799703,1.0260829472651636,0.4340788691965728,0.0339679985697684,0.0254199208111615,0.0665368599506999,Organic Whole Milk,Organic Zucchini,Organic Whole Milk,dairy eggs,Organic Zucchini,produce
frozenset({'Organic Zucchini'}),frozenset({'Organic Whole Milk'}),0.0345517654260364,0.0432561330813057,0.002556151243433,0.0739803368052175,1.7102854909883287,1.0,0.0010615754799703,1.0331787811264317,0.4301652652004581,0.0339679985697684,0.0321133009431904,0.0665368599506999,Organic Zucchini,Organic Whole Milk,Organic Zucchini,produce,Organic Whole Milk,dairy eggs
frozenset({'Unsweetened Original Almond Breeze Almond Milk'}),frozenset({'Banana'}),0.0110620808416464,0.1551886506884791,0.0029328472161494,0.2651261781696564,1.708412161543066,1.0,0.0012161378165275,1.1496005493941217,0.4192994805831724,0.0179579060093084,0.1301326356124014,0.1420123858057488,Unsweetened Original Almond Breeze Almond Milk,Banana,Unsweetened Original Almond Breeze Almond Milk,dairy eggs,Banana,produce
frozenset({'Organic Unsweetened Almond Milk'}),frozenset({'Organic Strawberries'}),0.0182462111784529,0.0857992344999697,0.0026671420211084,0.1461751152073732,1.7036878715674886,1.0,0.0011016310694723,1.0707122523397374,0.4207144687984633,0.0263088049897153,0.0660422556902809,0.0886304819470813,Organic Unsweetened Almond Milk,Organic Strawberries,Organic Unsweetened Almond Milk,dairy eggs,Organic Strawberries,produce
frozenset({'Organic Reduced Fat 2% Milk'}),frozenset({'Bag of Organic Bananas'}),0.0142606332528369,0.1253455849213983,0.0030135677817315,0.2113207547169811,1.6859050508200673,1.0,0.0012260603653051,1.1090115789274135,0.4127326140807009,0.0220624445976558,0.0982961593898277,0.1176814141729158,Organic Reduced Fat 2% Milk,Bag of Organic Bananas,Organic Reduced Fat 2% Milk,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Original Hummus'}),frozenset({'Organic Strawberries'}),0.0227665628510503,0.0857992344999697,0.0032893630474704,0.1444821982567587,1.6839567287375938,1.0,0.0013360093826548,1.068593504000985,0.415622815915581,0.0312450081467045,0.0641904557197475,0.0914100524800061,Original Hummus,Organic Strawberries,Original Hummus,deli,Organic Strawberries,produce
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.0227665628510503,0.1551886506884791,0.0059127814288885,0.2597133993204313,1.6735334585888753,1.0,0.0023796692592195,1.141194975751284,0.4118380384582791,0.0343681576477948,0.1237255497539594,0.1489070019943653,Original Hummus,Banana,Original Hummus,deli,Banana,produce
frozenset({'Organic Fat Free Milk'}),frozenset({'Banana'}),0.0094745763851985,0.1551886506884791,0.0024485238226569,0.2584309549165779,1.6652696815783534,1.0,0.000978177097593,1.1392214317905955,0.4033179300114498,0.0150943396226415,0.1222075251619621,0.1371043398583236,Organic Fat Free Milk,Banana,Organic Fat Free Milk,dairy eggs,Banana,produce
frozenset({'Whole Milk'}),frozenset({'Banana'}),0.0126764921532883,0.1551886506884791,0.0032086424818883,0.2531175378084372,1.6310312428486635,1.0,0.0012413947691564,1.1311168652060823,0.3918583489875267,0.0194868861835117,0.115918053420761,0.1368966462800882,Whole Milk,Banana,Whole Milk,dairy eggs,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Organic Baby Spinach'}),0.0432561330813057,0.0767787112961704,0.0053679176112093,0.1240961045019827,1.616282722215635,1.0,0.002046767457571,1.054021215625384,0.3985354652921885,0.0468131287947672,0.0512524936163942,0.0970051225155787,Organic Whole Milk,Organic Baby Spinach,Organic Whole Milk,dairy eggs,Organic Baby Spinach,produce
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Whole Milk'}),0.0767787112961704,0.0432561330813057,0.0053679176112093,0.0699141405291747,1.6162827222156348,1.0,0.002046767457571,1.0286618780152577,0.4130064664163196,0.0468131287947672,0.027863264526298,0.0970051225155787,Organic Baby Spinach,Organic Whole Milk,Organic Baby Spinach,produce,Organic Whole Milk,dairy eggs
frozenset({'Ground Turkey Breast'}),frozenset({'Banana'}),0.0082334976893738,0.1551886506884791,0.0020583744223434,0.25,1.6109425456752131,1.0,0.0007806290254828,1.126415132415361,0.3823938360113134,0.0127561123038122,0.1122278357041337,0.1316318458637654,Ground Turkey Breast,Banana,Ground Turkey Breast,meat seafood,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Organic Yellow Onion'}),0.0432561330813057,0.036573142922488,0.0025090642468434,0.0580048207759894,1.5859949717453312,1.0,0.0009270515093867,1.022751366807584,0.386185885081963,0.0324503023185001,0.022245256810167,0.0633044151700436,Organic Whole Milk,Organic Yellow Onion,Organic Whole Milk,dairy eggs,Organic Yellow Onion,produce
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Whole Milk'}),0.036573142922488,0.0432561330813057,0.0025090642468434,0.0686040095640978,1.585994971745331,1.0,0.0009270515093867,1.0272149297861255,0.3835070346321158,0.0324503023185001,0.0264939001536825,0.0633044151700436,Organic Yellow Onion,Organic Whole Milk,Organic Yellow Onion,produce,Organic Whole Milk,dairy eggs
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.0432561330813057,0.1253455849213983,0.0085462898810044,0.1975740611149988,1.576234705345972,1.0,0.0031243245784903,1.090012638791269,0.3821051040388664,0.0533958140707741,0.0825794450338532,0.1328779396484085,Organic Whole Milk,Bag of Organic Bananas,Organic Whole Milk,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Whole Milk'}),0.1253455849213983,0.0432561330813057,0.0085462898810044,0.0681818181818181,1.5762347053459718,1.0,0.0031243245784903,1.026749515717623,0.4179670376152644,0.0533958140707741,0.0260526207299227,0.1328779396484085,Bag of Organic Bananas,Organic Whole Milk,Bag of Organic Bananas,produce,Organic Whole Milk,dairy eggs
frozenset({'Half & Half'}),frozenset({'Banana'}),0.0230558115443862,0.1551886506884791,0.0055999892372579,0.2428884026258205,1.5651170465641018,1.0,0.0020219889531567,1.115834643454812,0.3695913790520062,0.0324365393232159,0.1038098647808322,0.1394867231481544,Half & Half,Banana,Half & Half,dairy eggs,Banana,produce
frozenset({'Lime Sparkling Water'}),frozenset({'Banana'}),0.0155286188038557,0.1551886506884791,0.0037467795857689,0.241282217890405,1.554767161258122,1.0,0.0013369141865428,1.113472452118553,0.3624451484645924,0.0224397711707356,0.1019086299824071,0.1327128022331676,Lime Sparkling Water,Banana,Lime Sparkling Water,beverages,Banana,produce
frozenset({'Sharp Cheddar Cheese'}),frozenset({'Banana'}),0.0100564371287694,0.1551886506884791,0.0024249803243621,0.2411371237458194,1.5538322079355569,1.0,0.0008643354156148,1.1132595568274335,0.3600506946376593,0.0148936170212765,0.1017368825920532,0.1283815698267902,Sharp Cheddar Cheese,Banana,Sharp Cheddar Cheese,dairy eggs,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Organic Avocado'}),0.0432561330813057,0.0582197079260868,0.0038678604341421,0.0894176191586968,1.5358651278741804,1.0,0.0013495010001365,1.0342614923031848,0.3646756191687009,0.03962647737845,0.0331265280184494,0.0779266027624795,Organic Whole Milk,Organic Avocado,Organic Whole Milk,dairy eggs,Organic Avocado,produce
frozenset({'Organic Avocado'}),frozenset({'Organic Whole Milk'}),0.0582197079260868,0.0432561330813057,0.0038678604341421,0.0664355863662622,1.5358651278741802,1.0,0.0013495010001365,1.0248289812105569,0.3704698059524157,0.03962647737845,0.0242274385929524,0.0779266027624795,Organic Avocado,Organic Whole Milk,Organic Avocado,produce,Organic Whole Milk,dairy eggs
frozenset({'Feta Cheese Crumbles'}),frozenset({'Banana'}),0.0103725926772993,0.1551886506884791,0.0024552505364554,0.2367055771725032,1.525276340263172,1.0,0.0008455418747241,1.106796177262842,0.3479906630426009,0.0150530982575523,0.0964912776686254,0.1262633236851875,Feta Cheese Crumbles,Banana,Feta Cheese Crumbles,dairy eggs,Banana,produce
frozenset({'Organic Extra Firm Tofu'}),frozenset({'Banana'}),0.0089095324261238,0.1551886506884791,0.002105461418933,0.236315590788977,1.522763357633346,1.0,0.0007228031034575,1.1062309759398017,0.346385275131803,0.0129972593638402,0.0960296522609601,0.1249413501505622,Organic Extra Firm Tofu,Banana,Organic Extra Firm Tofu,deli,Banana,produce
frozenset({'Organic Blueberries'}),frozenset({'Organic Whole Milk'}),0.0330214380368758,0.0432561330813057,0.0021660018431195,0.0655938072927276,1.5164047874884046,1.0,0.0007376221248603,1.0239057429047025,0.3521747923183095,0.0292262309961425,0.0233476011540716,0.0578338370107989,Organic Blueberries,Organic Whole Milk,Organic Blueberries,produce,Organic Whole Milk,dairy eggs
frozenset({'Organic Whole Milk'}),frozenset({'Organic Blueberries'}),0.0432561330813057,0.0330214380368758,0.0021660018431195,0.0500738667288702,1.5164047874884046,1.0,0.0007376221248603,1.0179513207340378,0.355942155482415,0.0292262309961425,0.0176347536158145,0.0578338370107989,Organic Whole Milk,Organic Blueberries,Organic Whole Milk,dairy eggs,Organic Blueberries,produce
frozenset({'Organic Whole String Cheese'}),frozenset({'Banana'}),0.019544466941565,0.1551886506884791,0.0045876188105824,0.2347272414386508,1.5125283994500025,1.0,0.0015545393574954,1.1039349563411844,0.3456101554433982,0.0269629161065865,0.0941495291404308,0.1321444013699398,Organic Whole String Cheese,Banana,Organic Whole String Cheese,dairy eggs,Banana,produce
frozenset({'Uncured Genoa Salami'}),frozenset({'Bag of Organic Bananas'}),0.0137460396472511,0.1253455849213983,0.0025931481693248,0.1886469292879863,1.505014551619691,1.0,0.0008701427893874,1.0780194796219074,0.3402314319331977,0.0189976345357776,0.0723729775729758,0.1046674594921202,Uncured Genoa Salami,Bag of Organic Bananas,Uncured Genoa Salami,deli,Bag of Organic Bananas,produce
frozenset({'Whipped Cream Cheese'}),frozenset({'Bag of Organic Bananas'}),0.0108737328552882,0.1253455849213983,0.0020449209947464,0.1880606248066811,1.5003370475682098,1.0,0.0006819465897213,1.0772410376949026,0.3371491685921788,0.015240769057228,0.0717026505601607,0.1021874445274148,Whipped Cream Cheese,Bag of Organic Bananas,Whipped Cream Cheese,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Organic Fuji Apple'}),frozenset({'Organic Whole Milk'}),0.0312186787388756,0.0432561330813057,0.0020247408533509,0.0648567119155354,1.499364536206425,1.0,0.0006743415311995,1.0230986834953133,0.3437832439292993,0.0279467062810454,0.0225771803521425,0.0558324458419135,Organic Fuji Apple,Organic Whole Milk,Organic Fuji Apple,produce,Organic Whole Milk,dairy eggs
frozenset({'Cucumber Kirby'}),frozenset({'Organic Whole Milk'}),0.0325976550675698,0.0432561330813057,0.0021020980620337,0.0644861741642591,1.4907984040794549,1.0,0.0006920495562924,1.0226934551864988,0.3403118617668532,0.0285023713973002,0.0221898899141389,0.0565413531578624,Cucumber Kirby,Organic Whole Milk,Cucumber Kirby,produce,Organic Whole Milk,dairy eggs
frozenset({'Organic Whole Milk'}),frozenset({'Organic Hass Avocado'}),0.0432561330813057,0.068471219755013,0.004409360894922,0.1019360858409143,1.48874353641774,1.0,0.0014475607009598,1.0372633456909763,0.3431353416659202,0.0410868747649492,0.0359246722115233,0.0831666871880669,Organic Whole Milk,Organic Hass Avocado,Organic Whole Milk,dairy eggs,Organic Hass Avocado,produce
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Whole Milk'}),0.068471219755013,0.0432561330813057,0.004409360894922,0.0643972885352195,1.48874353641774,1.0,0.0014475607009598,1.0225962956229735,0.3524235006196808,0.0410868747649492,0.0220969856038914,0.0831666871880669,Organic Hass Avocado,Organic Whole Milk,Organic Hass Avocado,produce,Organic Whole Milk,dairy eggs
frozenset({'Banana'}),frozenset({'Organic Whole Milk'}),0.1551886506884791,0.0432561330813057,0.0099588997786911,0.0641728614464359,1.483555206514052,1.0,0.0032460388518019,1.0223510598308354,0.3858181125614875,0.0528363162684463,0.0218624117575949,0.1472018960836098,Banana,Organic Whole Milk,Banana,produce,Organic Whole Milk,dairy eggs
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.0432561330813057,0.1551886506884791,0.0099588997786911,0.2302309307207837,1.4835552065140518,1.0,0.0032460388518019,1.097486743787421,0.3406800205698039,0.0528363162684463,0.0888272631439673,0.1472018960836098,Organic Whole Milk,Banana,Organic Whole Milk,dairy eggs,Banana,produce
frozenset({'Pure Irish Butter'}),frozenset({'Bag of Organic Bananas'}),0.0114488668850606,0.1253455849213983,0.0021256415603285,0.1856639247943595,1.4812163101778624,1.0,0.0006905766439333,1.0740705732061904,0.3286417351743934,0.0157842157842157,0.0689624825909564,0.1013110865787833,Pure Irish Butter,Bag of Organic Bananas,Pure Irish Butter,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Organic Grade A Free Range Large Brown Eggs'}),frozenset({'Bag of Organic Bananas'}),0.0130969117656951,0.1253455849213983,0.0024249803243621,0.1851566512583461,1.477169310546152,1.0,0.0007833402584271,1.0734019200491884,0.3273163651995275,0.0178284414331989,0.068382512345259,0.1022515036907809,Organic Grade A Free Range Large Brown Eggs,Bag of Organic Bananas,Organic Grade A Free Range Large Brown Eggs,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Unsalted Butter'}),frozenset({'Banana'}),0.0114690470264561,0.1551886506884791,0.002596511526224,0.2263929618768328,1.4588242173152663,1.0,0.0008166455935056,1.0920419640455974,0.3181655074367896,0.0158264827077225,0.0842842739345082,0.1215621427142773,Unsalted Butter,Banana,Unsalted Butter,dairy eggs,Banana,produce
frozenset({'Unsweetened Almondmilk'}),frozenset({'Organic Strawberries'}),0.016645253294408,0.0857992344999697,0.0020819179206382,0.1250757728834108,1.45777259683424,1.0,0.0006537679299199,1.0448913599213971,0.3193374042575474,0.0207439678284182,0.0429627056393443,0.0746703835016818,Unsweetened Almondmilk,Organic Strawberries,Unsweetened Almondmilk,dairy eggs,Organic Strawberries,produce
frozenset({'Organic Half & Half'}),frozenset({'Bag of Organic Bananas'}),0.0258373077000692,0.1253455849213983,0.0046986095882578,0.1818536839364748,1.4508184237243904,1.0,0.0014600171417985,1.0690684513339408,0.3189753340285578,0.03207586159392,0.0646062010788551,0.1096694629835857,Organic Half & Half,Bag of Organic Bananas,Organic Half & Half,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Banana'}),0.0251007325391326,0.1551886506884791,0.0055865358096609,0.222564652284604,1.4341554701147146,1.0,0.0016911869956205,1.0866644432802277,0.3105198012164767,0.0319773597982403,0.0797527183447913,0.1292815025797437,Sparkling Water Grapefruit,Banana,Sparkling Water Grapefruit,beverages,Banana,produce
frozenset({'Total Greek Strained Yogurt'}),frozenset({'Banana'}),0.0091920544056612,0.1551886506884791,0.0020314675671494,0.2210025612879619,1.424089714727887,1.0,0.0006049650468797,1.0844854005018256,0.3005598112570756,0.0125129480008286,0.0779036771382367,0.1170464357121416,Total Greek Strained Yogurt,Banana,Total Greek Strained Yogurt,dairy eggs,Banana,produce
frozenset({'Organic 2% Reduced Fat Milk'}),frozenset({'Banana'}),0.0093938558196164,0.1551886506884791,0.0020550110654441,0.2187611886860007,1.4096468247870464,1.0,0.0005971912560358,1.081374014036241,0.2933582175439154,0.0126440825279887,0.0752505728637879,0.1160016038573151,Organic 2% Reduced Fat Milk,Banana,Organic 2% Reduced Fat Milk,dairy eggs,Banana,produce
frozenset({'Shredded Parmesan'}),frozenset({'Bag of Organic Bananas'}),0.0118692864974673,0.1253455849213983,0.0020886446344367,0.1759705298951544,1.4038829529217318,1.0,0.000600881975812,1.0614358427828008,0.2911455951713962,0.0154569892473118,0.057879939895126,0.0963168094361465,Shredded Parmesan,Bag of Organic Bananas,Shredded Parmesan,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Grated Parmesan'}),frozenset({'Bag of Organic Bananas'}),0.0150812923362549,0.1253455849213983,0.0026536885935114,0.1759589652096342,1.403790690513547,1.0,0.0007633151842529,1.0614209464715696,0.2920475433667624,0.0192612845738837,0.0578667178895878,0.0985649714960911,Grated Parmesan,Bag of Organic Bananas,Grated Parmesan,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Half & Half'}),frozenset({'Organic Strawberries'}),0.0230558115443862,0.0857992344999697,0.0027646793711867,0.1199124726477024,1.3975937354982428,1.0,0.0007865083899028,1.0387611880495122,0.2911982991195729,0.0260596645848524,0.037314821246156,0.0760675652144823,Half & Half,Organic Strawberries,Half & Half,dairy eggs,Organic Strawberries,produce
frozenset({'Limes'}),frozenset({'Organic Whole Milk'}),0.0450723458069029,0.0432561330813057,0.0027243190883957,0.0604432505036937,1.3973336541683568,1.0,0.0007746636998857,1.0182927933108905,0.2977726198484789,0.0318246110325318,0.0179641783100644,0.0617121780859966,Limes,Organic Whole Milk,Limes,produce,Organic Whole Milk,dairy eggs
frozenset({'Organic Whole Milk'}),frozenset({'Limes'}),0.0432561330813057,0.0450723458069029,0.0027243190883957,0.0629811056682995,1.3973336541683563,1.0,0.0007746636998857,1.019112485318847,0.2972073500409546,0.0318246110325318,0.0187540488358034,0.0617121780859966,Organic Whole Milk,Limes,Organic Whole Milk,dairy eggs,Limes,produce
frozenset({'Spring Water'}),frozenset({'Bag of Organic Bananas'}),0.0175567230141059,0.1253455849213983,0.0030371112800263,0.1729885057471264,1.3800925326217433,1.0,0.0008364535645202,1.0576085352583509,0.2803326267202297,0.0217145605386557,0.0544705657507561,0.0986092040381011,Spring Water,Bag of Organic Bananas,Spring Water,beverages,Bag of Organic Bananas,produce
frozenset({'Pure Sparkling Water'}),frozenset({'Banana'}),0.0097436449371388,0.1551886506884791,0.0020785545637389,0.2133241284086987,1.3746116578906205,1.0,0.0005664514531567,1.0739001662814724,0.2752032937877653,0.0127633209417596,0.0688147451707378,0.1133589281648183,Pure Sparkling Water,Banana,Pure Sparkling Water,beverages,Banana,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Organic Avocado'}),0.0251007325391326,0.0582197079260868,0.0020045607119553,0.0798606458528741,1.3717115509109334,1.0,0.0005432033947962,1.023519196118773,0.2779607770878463,0.024651528312032,0.0229787542900599,0.0571458053065641,Sparkling Water Grapefruit,Organic Avocado,Sparkling Water Grapefruit,beverages,Organic Avocado,produce
frozenset({'100% Whole Wheat Bread'}),frozenset({'Organic Strawberries'}),0.0202675886749046,0.0857992344999697,0.0023812566846718,0.1174908728841686,1.3693697102182194,1.0,0.0006423130912047,1.0359108335658485,0.2753170363219178,0.0229661346827559,0.0346659503909569,0.0726223474573724,100% Whole Wheat Bread,Organic Strawberries,100% Whole Wheat Bread,bakery,Organic Strawberries,produce
frozenset({'Sparkling Natural Mineral Water'}),frozenset({'Bag of Organic Bananas'}),0.0148694008516019,0.1253455849213983,0.0025157909606419,0.1691924903867903,1.3498081363846,1.0,0.0006519772134672,1.052776250765722,0.2630655971491672,0.0182701936933636,0.0501305483737272,0.0946316643197233,Sparkling Natural Mineral Water,Bag of Organic Bananas,Sparkling Natural Mineral Water,beverages,Bag of Organic Bananas,produce
frozenset({'Shredded Parmesan'}),frozenset({'Banana'}),0.0118692864974673,0.1551886506884791,0.0024787940347502,0.2088410314536696,1.345723611405647,1.0,0.0006368154785732,1.0678149182379502,0.2599912728038274,0.0150614105000715,0.0635081202553854,0.1124069052719248,Shredded Parmesan,Banana,Shredded Parmesan,dairy eggs,Banana,produce
frozenset({'Fat Free Milk'}),frozenset({'Banana'}),0.0100228035597769,0.1551886506884791,0.0020852812775374,0.2080536912751678,1.3406501722397746,1.0,0.00052985591698,1.0667533139611576,0.2566657701892095,0.0127832415826477,0.0625761486629778,0.110745382296954,Fat Free Milk,Banana,Fat Free Milk,dairy eggs,Banana,produce
frozenset({'Half & Half'}),frozenset({'Organic Hass Avocado'}),0.0230558115443862,0.068471219755013,0.0021155514896307,0.0917578409919766,1.3400935651545576,1.0,0.0005368919507449,1.0256392207804987,0.2597727185041851,0.0236608486307553,0.0249982842514423,0.0613273928410123,Half & Half,Organic Hass Avocado,Half & Half,dairy eggs,Organic Hass Avocado,produce
frozenset({'Half & Half'}),frozenset({'Organic Baby Spinach'}),0.0230558115443862,0.0767787112961704,0.002357713186377,0.1022611232676878,1.3318942391885176,1.0,0.0005875176881117,1.0283851046579056,0.2550704920960892,0.0241874266786281,0.0276016295153827,0.0664845129217359,Half & Half,Organic Baby Spinach,Half & Half,dairy eggs,Organic Baby Spinach,produce
frozenset({'Sparkling Lemon Water'}),frozenset({'Banana'}),0.0107291085086202,0.1551886506884791,0.0022164521966083,0.2065830721003134,1.3311738402507405,1.0,0.0005514163240653,1.0647760585949235,0.251481486732279,0.0135396120973044,0.0608353823060239,0.1104326903381002,Sparkling Lemon Water,Banana,Sparkling Lemon Water,beverages,Banana,produce
frozenset({'Organic Half & Half'}),frozenset({'Organic Strawberries'}),0.0258373077000692,0.0857992344999697,0.0029261205023509,0.1132517573548555,1.3199623285088335,1.0,0.0007092992801448,1.030958643654027,0.2488317642035217,0.0269166511973268,0.0300289869478181,0.073678015094519,Organic Half & Half,Organic Strawberries,Organic Half & Half,dairy eggs,Organic Strawberries,produce
frozenset({'Organic Reduced Fat 2% Milk'}),frozenset({'Banana'}),0.0142606332528369,0.1551886506884791,0.0029059403609554,0.2037735849056603,1.3130701504371547,1.0,0.0006928519284844,1.0610189932111516,0.2418753618946739,0.0174485530221943,0.0575098029362123,0.111249398378146,Organic Reduced Fat 2% Milk,Banana,Organic Reduced Fat 2% Milk,dairy eggs,Banana,produce
